epoch,cpu_mhz_avg,gpu_edge_c,acpi_c,gpu_mhz,gpu_power_w,bat_status,bat_pct,mem_avail_mb
1789940304,2305,71.0,72.0,1600,15.03,Not charging,79,10209
1789940309,2267,71.0,71.0,1600,15.13,Not charging,79,10204
1789940314,2424,72.0,72.0,1600,15.02,Not charging,79,10201
1789940319,2424,73.0,72.0,1600,14.20,Not charging,79,10220
1789940324,2425,72.0,72.0,1600,14.24,Not charging,79,10198
1789940329,2424,72.0,72.0,1600,15.11,Not charging,79,10200
1789940334,2425,71.0,72.0,1552,15.03,Not charging,79,10184
1789940339,2408,72.0,72.0,1600,14.11,Not charging,79,10204
1789940344,2421,72.0,72.0,1600,15.15,Not charging,79,10220
1789940349,2378,73.0,73.0,1600,14.18,Not charging,79,10220
1789940354,2424,73.0,73.0,1600,16.10,Not charging,79,10187
1789940360,2421,73.0,73.0,1600,15.07,Not charging,79,10180
1789940365,1483,74.0,73.0,1600,15.03,Not charging,79,10222
1789940370,2108,73.0,73.0,1600,15.13,Not charging,79,10222
1789940375,1914,73.0,73.0,1600,15.17,Not charging,79,10210
1789940380,1753,73.0,73.0,1600,15.17,Not charging,79,10208
1789940385,2424,73.0,73.0,1579,13.04,Not charging,79,10211
1789940390,2226,73.0,73.0,1600,15.10,Not charging,79,10214
1789940395,2273,72.0,73.0,1600,14.21,Not charging,79,10206
1789940400,1428,73.0,73.0,1600,14.24,Not charging,79,10201
1789940405,2424,71.0,73.0,1520,14.13,Not charging,79,10215
1789940410,1399,72.0,73.0,1600,15.23,Not charging,79,10207
1789940415,2053,72.0,73.0,1532,16.00,Not charging,79,10214
1789940420,2256,73.0,73.0,1600,16.06,Not charging,79,10183
1789940425,2154,72.0,73.0,1600,15.00,Not charging,79,10178
1789940430,2424,72.0,73.0,1409,15.01,Not charging,79,10175
1789940435,1771,73.0,73.0,1600,15.20,Not charging,79,10197
1789940440,1399,74.0,73.0,1600,14.13,Not charging,79,10208
1789940445,2334,72.0,73.0,1600,16.11,Not charging,79,10200
1789940450,1839,73.0,73.0,1600,14.12,Not charging,79,10189
1789940455,2000,73.0,73.0,1600,14.10,Not charging,79,10208
1789940460,2424,72.0,73.0,1508,14.05,Not charging,79,10181
1789940466,2150,73.0,73.0,1600,15.24,Not charging,79,10204
1789940471,2380,71.0,73.0,1549,15.10,Not charging,79,10208
1789940476,2048,73.0,73.0,1600,15.23,Not charging,79,10204
1789940481,2424,72.0,73.0,1600,16.24,Not charging,79,10192
1789940486,1693,73.0,73.0,1600,15.21,Not charging,79,10184
1789940491,2424,73.0,73.0,1600,15.19,Not charging,79,10192
1789940496,2424,72.0,73.0,1600,16.21,Not charging,79,10193
1789940501,2424,68.0,73.0,1314,12.09,Not charging,79,10212
1789940506,1399,73.0,73.0,1600,14.22,Not charging,79,10208
1789940511,1665,72.0,73.0,1600,14.19,Not charging,79,10195
1789940516,1773,72.0,73.0,1544,15.07,Not charging,79,10211
